seq_id	position	gene_name	gene_position	treatment	replicate	gene_product
G_contig000091	250727.0	ypeA_2/G_05833	intergenic_(-70/-215)	0	3	Acetyltransferase_YpeA/Amidinotransferase
G_contig000091	173173.0	G_05762/G_05763	intergenic_(-401/+137)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173214.0	G_05762/G_05763	intergenic_(-442/+96)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173215.0	G_05762/G_05763	intergenic_(-443/+95)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173220.0	G_05762/G_05763	intergenic_(-448/+90)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173222.0	G_05762/G_05763	intergenic_(-450/+88)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173260.0	G_05762/G_05763	intergenic_(-488/+50)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000091	173269.0	G_05762/G_05763	intergenic_(-497/+41)	0	4	hypothetical_protein/putative_transcriptional_regulatory_protein
G_contig000012	120561.0	sspH2/-	intergenic_(+82/-)	0	2	E3_ubiquitin-protein_ligase_sspH2/-
G_contig000012	120662.0	sspH2/-	intergenic_(+183/-)	0	2	E3_ubiquitin-protein_ligase_sspH2/-
G_contig000012	120670.0	sspH2/-	intergenic_(+191/-)	0	2	E3_ubiquitin-protein_ligase_sspH2/-
G_contig000012	120670.0	sspH2/-	intergenic_(+191/-)	0	4	E3_ubiquitin-protein_ligase_sspH2/-
G_contig000084	493108.0	barA_4	550	0	1	Signal_transduction_histidine-protein_kinase_BarA
G_contig000084	493318.0	barA_4	760	0	4	Signal_transduction_histidine-protein_kinase_BarA
G_contig000084	493777.0	barA_4	1219	1	2	Signal_transduction_histidine-protein_kinase_BarA
G_contig000084	59854.0	metC/ycaO	intergenic_(+19/+101)	0	3	Cystathionine_beta-lyase/Ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO
G_contig000084	59886.0	metC/ycaO	intergenic_(+51/+69)	0	3	Cystathionine_beta-lyase/Ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO
G_contig000084	59886.0	metC/ycaO	intergenic_(+51/+69)	0	4	Cystathionine_beta-lyase/Ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO
G_contig000072	13494.0	G_04073/G_04074	intergenic_(+250/+588)	0	1	hypothetical_protein/D-alanyl-D-alanine_carboxypeptidase_precursor
G_contig000072	13510.0	G_04073/G_04074	intergenic_(+266/+572)	0	1	hypothetical_protein/D-alanyl-D-alanine_carboxypeptidase_precursor
G_contig000072	13539.0	G_04073/G_04074	intergenic_(+295/+543)	0	1	hypothetical_protein/D-alanyl-D-alanine_carboxypeptidase_precursor
G_contig000084	366986.0	epsE_5/xcpQ	intergenic_(-59/+87)	0	3	Type_II_secretion_system_protein_E/Type_II_secretion_system_protein_D_precursor
G_contig000084	367001.0	epsE_5/xcpQ	intergenic_(-74/+72)	0	3	Type_II_secretion_system_protein_E/Type_II_secretion_system_protein_D_precursor
G_contig000084	367003.0	epsE_5/xcpQ	intergenic_(-76/+70)	0	3	Type_II_secretion_system_protein_E/Type_II_secretion_system_protein_D_precursor
G_contig000084	367008.0	epsE_5/xcpQ	intergenic_(-81/+65)	0	3	Type_II_secretion_system_protein_E/Type_II_secretion_system_protein_D_precursor
G_contig000084	367020.0	epsE_5/xcpQ	intergenic_(-93/+53)	0	3	Type_II_secretion_system_protein_E/Type_II_secretion_system_protein_D_precursor
G_contig000010	501597.0	ramA_2/puuP_1	intergenic_(+18/-171)	0	3	(R)-stereoselective_amidase/Putrescine_importer_PuuP
G_contig000010	501707.0	ramA_2/puuP_1	intergenic_(+128/-61)	1	2	(R)-stereoselective_amidase/Putrescine_importer_PuuP
G_contig000076	3668.0	G_04240	214	0	1	hypothetical_protein
G_contig000076	3669.0	G_04240	215	0	1	hypothetical_protein
G_contig000076	3670.0	G_04240	216	0	1	hypothetical_protein
G_contig000076	3671.0	G_04240	217	0	1	hypothetical_protein
G_contig000076	3672.0	G_04240	218	0	1	hypothetical_protein
G_contig000044	114643.0	G_03426/arfA	intergenic_(-680/+369)	0	2	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114790.0	G_03426/arfA	intergenic_(-827/+222)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114794.0	G_03426/arfA	intergenic_(-831/+218)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114795.0	G_03426/arfA	intergenic_(-832/+217)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114800.0	G_03426/arfA	intergenic_(-837/+212)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114800.0	G_03426/arfA	intergenic_(-837/+212)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114800.0	G_03426/arfA	intergenic_(-837/+212)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114801.0	G_03426/arfA	intergenic_(-838/+211)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114803.0	G_03426/arfA	intergenic_(-840/+209)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114809.0	G_03426/arfA	intergenic_(-846/+203)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114810.0	G_03426/arfA	intergenic_(-847/+202)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114811.0	G_03426/arfA	intergenic_(-848/+201)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114817.0	G_03426/arfA	intergenic_(-854/+195)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114965.0	G_03426/arfA	intergenic_(-1002/+47)	0	3	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114628.0	G_03426/arfA	intergenic_(-665/+384)	0	5	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000044	114637.0	G_03426/arfA	intergenic_(-674/+375)	0	5	multidrug_efflux_system_protein_MdtJ/Peptidoglycan-binding_protein_ArfA
G_contig000016	54195.0	recQ_3	734	0	4	ATP-dependent_DNA_helicase_RecQ
G_contig000016	52843.0	recQ_3	2086	0	5	ATP-dependent_DNA_helicase_RecQ
G_contig000084	333337.0	G_04819	1202	0	1	Extracellular_serine_protease_precursor
G_contig000084	329167.0	G_04819	5372	0	4	Extracellular_serine_protease_precursor
G_contig000084	329904.0	G_04819	4635	0	4	Extracellular_serine_protease_precursor
G_contig000090	115271.0	aroP_2	916	0	1	Aromatic_amino_acid_transport_protein_AroP
G_contig000090	115272.0	aroP_2	915	0	1	Aromatic_amino_acid_transport_protein_AroP
G_contig000005	24.0	-/G_00637	intergenic_(-/+470)	0	2	-/hypothetical_protein
G_contig000005	35.0	-/G_00637	intergenic_(-/+459)	0	2	-/hypothetical_protein
G_contig000005	35.0	-/G_00637	intergenic_(-/+459)	2	4	-/hypothetical_protein
G_contig000091	105873.0	atsA/G_05695	intergenic_(+1959/-125)	0	1	Arylsulfatase/hypothetical_protein
G_contig000091	105088.0	atsA/G_05695	intergenic_(+1174/-910)	1	2	Arylsulfatase/hypothetical_protein
G_contig000067	1747.0	algE1	1719	0	1	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	547.0	algE1	519	0	2	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	919.0	algE1	891	0	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	232.0	algE1	204	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	255.0	algE1	227	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	256.0	algE1	228	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	277.0	algE1	249	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	289.0	algE1	261	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	301.0	algE1	273	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	304.0	algE1	276	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	307.0	algE1	279	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	1532.0	algE1	1504	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	1564.0	algE1	1536	0	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	943.0	algE1	915	1	2	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	1003.0	algE1	975	1	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	1060.0	algE1	1032	2	1	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	832.0	algE1	804	2	2	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	160.0	algE1	132	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	169.0	algE1	141	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	172.0	algE1	144	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	247.0	algE1	219	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	268.0	algE1	240	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	272.0	algE1	244	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	274.0	algE1	246	2	3	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	1075.0	algE1	1047	2	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000067	5541.0	algE1	5513	2	4	Poly(beta-D-mannuronate)_C5_epimerase_1
G_contig000061	43054.0	G_03781/G_03782	intergenic_(+163/+224)	0	4	hypothetical_protein/hypothetical_protein
G_contig000061	43059.0	G_03781/G_03782	intergenic_(+168/+219)	0	4	hypothetical_protein/hypothetical_protein
G_contig000061	43060.0	G_03781/G_03782	intergenic_(+169/+218)	0	4	hypothetical_protein/hypothetical_protein
G_contig000061	43111.0	G_03781/G_03782	intergenic_(+220/+167)	0	4	hypothetical_protein/hypothetical_protein
G_contig000058	118153.0	G_03591/G_03592	intergenic_(+616/+10)	0	2	bifunctional_ATP-dependent_DNA_helicase/DNA_polymerase_III_subunit_epsilon/hypothetical_protein
G_contig000058	118130.0	G_03591/G_03592	intergenic_(+593/+33)	1	4	bifunctional_ATP-dependent_DNA_helicase/DNA_polymerase_III_subunit_epsilon/hypothetical_protein
G_contig000058	118138.0	G_03591/G_03592	intergenic_(+601/+25)	1	4	bifunctional_ATP-dependent_DNA_helicase/DNA_polymerase_III_subunit_epsilon/hypothetical_protein
G_contig000010	452653.0	gcd	363	0	1	Quinoprotein_glucose_dehydrogenase
G_contig000010	452947.0	gcd	69	0	5	Quinoprotein_glucose_dehydrogenase
G_contig000084	370.0	-/G_04542	intergenic_(-/+372)	0	2	-/hypothetical_protein
G_contig000084	371.0	-/G_04542	intergenic_(-/+371)	0	2	-/hypothetical_protein
G_contig000084	504.0	-/G_04542	intergenic_(-/+238)	0	2	-/hypothetical_protein
G_contig000084	64.0	-/G_04542	intergenic_(-/+678)	0	3	-/hypothetical_protein
G_contig000084	439.0	-/G_04542	intergenic_(-/+303)	0	4	-/hypothetical_protein
G_contig000084	441.0	-/G_04542	intergenic_(-/+301)	0	4	-/hypothetical_protein
G_contig000084	597.0	-/G_04542	intergenic_(-/+145)	0	5	-/hypothetical_protein
G_contig000084	597.0	-/G_04542	intergenic_(-/+145)	0	5	-/hypothetical_protein
G_contig000048	24059.0	yvaA/iolG_1	intergenic_(-70/+88)	0	3	putative_oxidoreductase_YvaA/Inositol_2-dehydrogenase/D-chiro-inositol_3-dehydrogenase
G_contig000048	24061.0	yvaA/iolG_1	intergenic_(-72/+86)	0	3	putative_oxidoreductase_YvaA/Inositol_2-dehydrogenase/D-chiro-inositol_3-dehydrogenase
G_contig000048	24066.0	yvaA/iolG_1	intergenic_(-77/+81)	0	3	putative_oxidoreductase_YvaA/Inositol_2-dehydrogenase/D-chiro-inositol_3-dehydrogenase
G_contig000007	2.0	-/phnP	intergenic_(-/+122)	0	2	-/Phosphoribosyl_1,2-cyclic_phosphodiesterase
G_contig000007	2.0	-/phnP	intergenic_(-/+122)	0	3	-/Phosphoribosyl_1,2-cyclic_phosphodiesterase
G_contig000016	88729.0	yjfC/G_02619	intergenic_(+62/+72)	0	3	Putative_acid--amine_ligase_YjfC/nicotinamidase/pyrazinamidase
G_contig000016	88730.0	yjfC/G_02619	intergenic_(+63/+71)	0	3	Putative_acid--amine_ligase_YjfC/nicotinamidase/pyrazinamidase
G_contig000016	88731.0	yjfC/G_02619	intergenic_(+64/+70)	0	3	Putative_acid--amine_ligase_YjfC/nicotinamidase/pyrazinamidase
G_contig000058	53.0	-/G_03517	intergenic_(-/+96)	2	4	-/Putative_DNA_ligase-like_protein/MT0965
G_contig000058	71.0	-/G_03517	intergenic_(-/+78)	2	4	-/Putative_DNA_ligase-like_protein/MT0965
G_contig000032	55.0	-/G_02989	intergenic_(-/-73)	0	2	-/hypothetical_protein
G_contig000032	56.0	-/G_02989	intergenic_(-/-72)	0	2	-/hypothetical_protein
G_contig000032	61.0	-/G_02989	intergenic_(-/-67)	0	2	-/hypothetical_protein
G_contig000032	87.0	-/G_02989	intergenic_(-/-41)	0	2	-/hypothetical_protein
G_contig000001	262965.0	G_00224	1199	0	4	hypothetical_protein
G_contig000001	263921.0	G_00224	243	0	4	hypothetical_protein
G_contig000005	323998.0	fhuA_3/G_00944	intergenic_(-153/+76)	0	1	Ferrichrome-iron_receptor_precursor/fec_operon_regulator_FecR
G_contig000005	324025.0	fhuA_3/G_00944	intergenic_(-180/+49)	0	3	Ferrichrome-iron_receptor_precursor/fec_operon_regulator_FecR
G_contig000091	238645.0	G_05821/G_05822	intergenic_(-116/+703)	0	3	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238704.0	G_05821/G_05822	intergenic_(-175/+644)	0	3	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238993.0	G_05821/G_05822	intergenic_(-464/+355)	0	4	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238994.0	G_05821/G_05822	intergenic_(-465/+354)	0	4	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238781.0	G_05821/G_05822	intergenic_(-252/+567)	0	5	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238783.0	G_05821/G_05822	intergenic_(-254/+565)	0	5	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	238785.0	G_05821/G_05822	intergenic_(-256/+563)	0	5	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	239246.0	G_05821/G_05822	intergenic_(-717/+102)	0	5	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000091	239275.0	G_05821/G_05822	intergenic_(-746/+73)	0	5	Major_Facilitator_Superfamily_protein/Sulfite_exporter_TauE/SafE
G_contig000059	1605.0	G_03745/-	intergenic_(-438/-)	0	4	hypothetical_protein/-
G_contig000059	1620.0	G_03745/-	intergenic_(-453/-)	0	4	hypothetical_protein/-
G_contig000082	2161.0	G_04415	429	1	2	topology_modulation_protein
G_contig000082	2519.0	G_04415	71	1	2	topology_modulation_protein
G_contig000014	137357.0	pucI_2	1314	0	4	putative_allantoin_permease
G_contig000014	138088.0	pucI_2	583	1	1	putative_allantoin_permease
G_contig000036	78379.0	uvrY	205	0	2	Response_regulator_UvrY
G_contig000036	78525.0	uvrY	59	0	2	Response_regulator_UvrY
G_contig000036	78373.0	uvrY	211	0	3	Response_regulator_UvrY
G_contig000036	78114.0	uvrY	470	0	5	Response_regulator_UvrY
G_contig000065	46447.0	G_03997/-	intergenic_(-189/-)	0	4	hypothetical_protein/-
G_contig000065	46449.0	G_03997/-	intergenic_(-191/-)	0	4	hypothetical_protein/-
G_contig000065	46453.0	G_03997/-	intergenic_(-195/-)	0	4	hypothetical_protein/-
G_contig000065	46458.0	G_03997/-	intergenic_(-200/-)	0	4	hypothetical_protein/-
G_contig000065	46479.0	G_03997/-	intergenic_(-221/-)	0	4	hypothetical_protein/-
G_contig000065	46489.0	G_03997/-	intergenic_(-231/-)	0	4	hypothetical_protein/-
G_contig000065	46492.0	G_03997/-	intergenic_(-234/-)	0	4	hypothetical_protein/-
G_contig000065	46492.0	G_03997/-	intergenic_(-234/-)	0	4	hypothetical_protein/-
G_contig000090	188092.0	ruvA	375	0	2	Holliday_junction_ATP-dependent_DNA_helicase_RuvA
G_contig000090	188307.0	ruvA	160	2	4	Holliday_junction_ATP-dependent_DNA_helicase_RuvA
G_contig000014	54461.0	ntrC	671	0	1	Nitrogen_assimilation_regulatory_protein
G_contig000014	54164.0	ntrC	968	0	2	Nitrogen_assimilation_regulatory_protein
G_contig000014	54455.0	ntrC	677	0	2	Nitrogen_assimilation_regulatory_protein
G_contig000014	54435.0	ntrC	697	0	3	Nitrogen_assimilation_regulatory_protein
G_contig000014	54462.0	ntrC	670	0	4	Nitrogen_assimilation_regulatory_protein
G_contig000014	54179.0	ntrC	953	0	5	Nitrogen_assimilation_regulatory_protein
G_contig000014	54693.0	ntrC	439	0	5	Nitrogen_assimilation_regulatory_protein
G_contig000084	502786.0	G_04964/-	intergenic_(+151/-)	0	5	hypothetical_protein/-
G_contig000084	502787.0	G_04964/-	intergenic_(+152/-)	0	5	hypothetical_protein/-
G_contig000014	34.0	-/G_02361	intergenic_(-/+86)	0	1	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000014	35.0	-/G_02361	intergenic_(-/+85)	0	1	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000014	39.0	-/G_02361	intergenic_(-/+81)	0	1	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000014	41.0	-/G_02361	intergenic_(-/+79)	0	1	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000014	9.0	-/G_02361	intergenic_(-/+111)	0	3	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000014	35.0	-/G_02361	intergenic_(-/+85)	0	3	-/Bacterial_extracellular_solute-binding_proteins,_family_3
G_contig000092	21181.0	tetD/fcuA_3	intergenic_(+57/-582)	0	1	Transposon_Tn10_TetD_protein/Ferrichrome_receptor_FcuA_precursor
G_contig000092	21422.0	tetD/fcuA_3	intergenic_(+298/-341)	0	3	Transposon_Tn10_TetD_protein/Ferrichrome_receptor_FcuA_precursor
G_contig000092	21194.0	tetD/fcuA_3	intergenic_(+70/-569)	0	5	Transposon_Tn10_TetD_protein/Ferrichrome_receptor_FcuA_precursor
G_contig000092	17879.0	potF_6	828	0	1	Putrescine-binding_periplasmic_protein_precursor
G_contig000092	17666.0	potF_6	1041	2	4	Putrescine-binding_periplasmic_protein_precursor
G_contig000088	150544.0	G_05095/soxC_7	intergenic_(-393/+83)	1	4	hypothetical_protein/Dibenzothiophene_desulfurization_enzyme_C
G_contig000088	150547.0	G_05095/soxC_7	intergenic_(-396/+80)	1	4	hypothetical_protein/Dibenzothiophene_desulfurization_enzyme_C
G_contig000064	4054.0	G_03893	499	1	2	Transposase_IS200_like_protein
G_contig000064	4055.0	G_03893	500	1	2	Transposase_IS200_like_protein
G_contig000064	4176.0	G_03893	621	2	1	Transposase_IS200_like_protein
G_contig000064	4182.0	G_03893	627	2	1	Transposase_IS200_like_protein
G_contig000064	4188.0	G_03893	633	2	1	Transposase_IS200_like_protein
G_contig000064	4189.0	G_03893	634	2	1	Transposase_IS200_like_protein
G_contig000064	4190.0	G_03893	635	2	1	Transposase_IS200_like_protein
G_contig000064	4202.0	G_03893	647	2	1	Transposase_IS200_like_protein
G_contig000044	42347.0	norR2/G_03355	intergenic_(+44/+65)	0	3	Nitric_oxide_reductase_transcription_regulator_NorR2/putative_DMT_superfamily_transporter_inner_membrane_protein
G_contig000044	42351.0	norR2/G_03355	intergenic_(+48/+61)	0	3	Nitric_oxide_reductase_transcription_regulator_NorR2/putative_DMT_superfamily_transporter_inner_membrane_protein
G_contig000044	42355.0	norR2/G_03355	intergenic_(+52/+57)	0	3	Nitric_oxide_reductase_transcription_regulator_NorR2/putative_DMT_superfamily_transporter_inner_membrane_protein
G_contig000017	19801.0	azoR_2/azr_1	intergenic_(+51/+500)	0	3	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	19809.0	azoR_2/azr_1	intergenic_(+59/+492)	0	3	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	19873.0	azoR_2/azr_1	intergenic_(+123/+428)	0	4	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	20034.0	azoR_2/azr_1	intergenic_(+284/+267)	0	4	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	20162.0	azoR_2/azr_1	intergenic_(+412/+139)	0	4	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	20135.0	azoR_2/azr_1	intergenic_(+385/+166)	0	5	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	20136.0	azoR_2/azr_1	intergenic_(+386/+165)	0	5	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000017	19920.0	azoR_2/azr_1	intergenic_(+170/+381)	2	4	FMN-dependent_NADH-azoreductase/NADPH_azoreductase
G_contig000002	314459.0	puuC_1/G_00583	intergenic_(+51/-107)	0	3	Aldehyde_dehydrogenase_PuuC/putative_MFS_family_transporter_protein
G_contig000002	314465.0	puuC_1/G_00583	intergenic_(+57/-101)	0	3	Aldehyde_dehydrogenase_PuuC/putative_MFS_family_transporter_protein
G_contig000002	314468.0	puuC_1/G_00583	intergenic_(+60/-98)	0	3	Aldehyde_dehydrogenase_PuuC/putative_MFS_family_transporter_protein
G_contig000084	454576.0	G_04917/G_04918	intergenic_(+53/-312)	1	1	hypothetical_protein/hypothetical_protein
G_contig000084	454604.0	G_04917/G_04918	intergenic_(+81/-284)	1	1	hypothetical_protein/hypothetical_protein
G_contig000084	454607.0	G_04917/G_04918	intergenic_(+84/-281)	1	1	hypothetical_protein/hypothetical_protein
G_contig000002	364242.0	mip/-	intergenic_(-657/-)	0	3	Outer_membrane_protein_MIP_precursor/-
G_contig000002	364290.0	mip/-	intergenic_(-705/-)	0	3	Outer_membrane_protein_MIP_precursor/-
G_contig000002	364290.0	mip/-	intergenic_(-705/-)	0	5	Outer_membrane_protein_MIP_precursor/-
G_contig000088	190.0	-/fecI_15	intergenic_(-/+373)	0	1	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000088	190.0	-/fecI_15	intergenic_(-/+373)	0	1	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000088	94.0	-/fecI_15	intergenic_(-/+469)	0	3	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000088	248.0	-/fecI_15	intergenic_(-/+315)	0	3	-/putative_RNA_polymerase_sigma_factor_FecI
G_contig000088	500.0	-/fecI_15	intergenic_(-/+63)	0	3	-/putative_RNA_polymerase_sigma_factor_FecI
